
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.7s/growth (33 over 91s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 44s)
omega-net            |  64.2m / 1.6b   (4% full)   | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 49s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.7 / 16 (100.0%) | 2.8s/growth (43 over 122s)
the-hub              | 161.8m / 4.0b   (4% full)   | 14.6 / 12 (100.0%) | 2.3s/growth (48 over 115s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.6s/growth (41 over 151s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 28.6%) | 19.8s/growth (45 over 892s)
computek             | 228.2m / 5.7b   (4% full)   | 35.0 / 21 ( 91.4%) | 4.5s/growth (64 over 289s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 97.4%) | 8.6s/growth (27 over 233s)
netlink              | 275.0m / 6.9b   (4% full)   | 32.7 / 23 ( 88.9%) | 5.9s/growth (55 over 329s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 27.5 / 20 ( 89.7%) | 6.2s/growth (52 over 326s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 35.3%) | 15.7s/growth (68 over 1073s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 50.0 / 17 ( 45.6%) | 16.5s/growth (56 over 928s)
catalyst             | 474.1m / 11.9b  (4% full)   | 36.2 / 22 ( 82.2%) | 8.8s/growth (44 over 389s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.1%) | 13.9s/growth (55 over 766s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 73.1%) | 8.1s/growth (60 over 488s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 23.9%) | 23.1s/growth (59 over 1364s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 27.1%) | 16.5s/growth (82 over 1353s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 19.2%) | 20.3s/growth (78 over 1589s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 35.3%) | 15.7s/growth (74 over 1167s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 26.8%) | 17s/growth (81 over 1382s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 11.7%) | 20.5s/growth (88 over 1812s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 22.7%) | 19.1s/growth (79 over 1512s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 12.5%) | 19.9s/growth (86 over 1712s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.5s/growth (10 over 5s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.3s/growth (25 over 8s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.4s/growth (20 over 9s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 10s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.6s/growth (25 over 15s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.5s/growth (40 over 20s)
max-hardware         |  10.0m / 250.0m (4% full)   | 5.0 / 5  (100.0%) | 0.5s/growth (30 over 15s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.5s/growth (20 over 31s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.6s/growth (35 over 23s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.7s/growth (33 over 90s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 43s)
omega-net            |  64.2m / 1.6b   (4% full)   | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 48s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.7 / 16 (100.0%) | 2.8s/growth (43 over 121s)
the-hub              | 161.8m / 4.0b   (4% full)   | 14.6 / 12 (100.0%) | 2.3s/growth (48 over 114s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.6s/growth (41 over 149s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 27.6 / 26 ( 90.4%) | 7.1s/growth (45 over 320s)
computek             | 228.2m / 5.7b   (4% full)   | 35.0 / 21 ( 91.6%) | 4.4s/growth (64 over 287s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 97.8%) | 8.5s/growth (27 over 232s)
netlink              | 275.0m / 6.9b   (4% full)   | 32.7 / 23 ( 89.1%) | 5.9s/growth (55 over 327s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 27.5 / 20 ( 90.0%) | 6.2s/growth (52 over 323s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 35.6%) | 15.6s/growth (68 over 1064s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 27.3 / 17 ( 66.9%) | 9s/growth (56 over 505s)
catalyst             | 474.1m / 11.9b  (4% full)   | 36.2 / 22 ( 82.4%) | 8.7s/growth (44 over 386s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.3%) | 13.8s/growth (55 over 760s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 73.5%) | 8s/growth (60 over 484s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 24.1%) | 22.9s/growth (59 over 1353s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 61.0 / 20 ( 30.0%) | 15.1s/growth (87 over 1315s)
solaris              | 820.4m / 20.5b  (4% full)   | 72.0 / 24 ( 21.7%) | 20.8s/growth (74 over 1542s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 69.0 / 23 ( 23.8%) | 19.8s/growth (75 over 1488s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 27.4%) | 16.3s/growth (82 over 1342s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 19.4%) | 20.2s/growth (78 over 1576s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 35.7%) | 15.6s/growth (74 over 1158s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 27.1%) | 16.9s/growth (81 over 1371s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 11.8%) | 20.4s/growth (88 over 1797s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 22.9%) | 18.9s/growth (79 over 1500s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 12.7%) | 19.7s/growth (86 over 1698s)
deltaone             |   1.6b / 41.2b  (4% full)   | 79.0 / 26 ( 16.3%) | 24.1s/growth (70 over 1693s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.5s/growth (10 over 5s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.3s/growth (25 over 8s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.4s/growth (20 over 8s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 10s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.6s/growth (25 over 15s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.5s/growth (40 over 20s)
max-hardware         |  10.0m / 250.0m (4% full)   | 5.0 / 5  (100.0%) | 0.5s/growth (30 over 15s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.5s/growth (20 over 30s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.6s/growth (35 over 23s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.7s/growth (33 over 89s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 43s)
omega-net            |  64.2m / 1.6b   (4% full)   | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 48s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.7 / 16 (100.0%) | 2.8s/growth (43 over 120s)
the-hub              | 161.8m / 4.0b   (4% full)   | 14.6 / 12 (100.0%) | 2.3s/growth (48 over 112s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.6s/growth (41 over 148s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 27.6 / 26 ( 90.9%) | 7s/growth (45 over 317s)
computek             | 228.2m / 5.7b   (4% full)   | 35.0 / 21 ( 91.9%) | 4.4s/growth (64 over 283s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 98.4%) | 8.4s/growth (27 over 229s)
netlink              | 275.0m / 6.9b   (4% full)   | 32.7 / 23 ( 89.5%) | 5.8s/growth (55 over 323s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 27.5 / 20 ( 90.5%) | 6.1s/growth (52 over 319s)
syscore              | 417.2m / 10.4b  (4% full)   | 34.4 / 22 ( 67.3%) | 8.2s/growth (68 over 559s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 27.3 / 17 ( 67.6%) | 8.9s/growth (56 over 499s)
catalyst             | 474.1m / 11.9b  (4% full)   | 36.2 / 22 ( 82.8%) | 8.6s/growth (44 over 381s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.6%) | 13.6s/growth (55 over 751s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 74.1%) | 7.9s/growth (60 over 479s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 24.3%) | 22.6s/growth (59 over 1338s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 61.0 / 20 ( 30.5%) | 14.9s/growth (87 over 1300s)
solaris              | 820.4m / 20.5b  (4% full)   | 72.0 / 24 ( 22.1%) | 20.6s/growth (74 over 1524s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 69.0 / 23 ( 24.2%) | 19.6s/growth (75 over 1472s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 27.8%) | 16.1s/growth (82 over 1327s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 19.7%) | 19.9s/growth (78 over 1558s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 36.1%) | 15.4s/growth (74 over 1145s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 27.5%) | 16.7s/growth (81 over 1355s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 12.0%) | 20.1s/growth (88 over 1777s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 23.2%) | 18.7s/growth (79 over 1483s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 12.8%) | 19.5s/growth (86 over 1679s)
deltaone             |   1.6b / 41.2b  (4% full)   | 79.0 / 26 ( 16.5%) | 23.9s/growth (70 over 1674s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.5s/growth (10 over 5s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.3s/growth (25 over 8s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.4s/growth (20 over 8s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 10s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.6s/growth (25 over 15s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.5s/growth (40 over 20s)
max-hardware         |  10.0m / 250.0m (4% full)   | 5.0 / 5  (100.0%) | 0.5s/growth (30 over 15s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.5s/growth (20 over 30s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.6s/growth (35 over 23s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.7s/growth (33 over 89s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 43s)
omega-net            |  64.2m / 1.6b   (4% full)   | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 48s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.7 / 16 (100.0%) | 2.8s/growth (43 over 120s)
the-hub              | 161.8m / 4.0b   (4% full)   | 14.6 / 12 (100.0%) | 2.3s/growth (48 over 112s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.6s/growth (41 over 148s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 27.6 / 26 ( 90.9%) | 7s/growth (45 over 317s)
computek             | 228.2m / 5.7b   (4% full)   | 35.0 / 21 ( 91.9%) | 4.4s/growth (64 over 283s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 98.4%) | 8.4s/growth (27 over 229s)
netlink              | 275.0m / 6.9b   (4% full)   | 32.7 / 23 ( 89.5%) | 5.8s/growth (55 over 323s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 27.5 / 20 ( 90.5%) | 6.1s/growth (52 over 319s)
syscore              | 417.2m / 10.4b  (4% full)   | 34.4 / 22 ( 67.3%) | 8.2s/growth (68 over 559s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 27.3 / 17 ( 67.6%) | 8.9s/growth (56 over 499s)
catalyst             | 474.1m / 11.9b  (4% full)   | 36.2 / 22 ( 82.8%) | 8.6s/growth (44 over 381s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.6%) | 13.6s/growth (55 over 751s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 74.1%) | 7.9s/growth (60 over 479s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 24.3%) | 22.6s/growth (59 over 1338s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 61.0 / 20 ( 30.5%) | 14.9s/growth (87 over 1300s)
solaris              | 820.4m / 20.5b  (4% full)   | 72.0 / 24 ( 22.1%) | 20.6s/growth (74 over 1524s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 69.0 / 23 ( 24.2%) | 19.6s/growth (75 over 1472s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 27.8%) | 16.1s/growth (82 over 1327s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 19.7%) | 19.9s/growth (78 over 1558s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 36.1%) | 15.4s/growth (74 over 1145s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 27.5%) | 16.7s/growth (81 over 1355s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 12.0%) | 20.1s/growth (88 over 1777s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 23.2%) | 18.7s/growth (79 over 1483s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 12.8%) | 19.5s/growth (86 over 1679s)
deltaone             |   1.6b / 41.2b  (4% full)   | 79.0 / 26 ( 16.5%) | 23.9s/growth (70 over 1674s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.5s/growth (10 over 5s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.3s/growth (25 over 8s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.4s/growth (20 over 8s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 10s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.6s/growth (25 over 15s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.5s/growth (40 over 20s)
max-hardware         |  10.0m / 250.0m (4% full)   | 5.0 / 5  (100.0%) | 0.5s/growth (30 over 15s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.5s/growth (20 over 30s)
phantasy             | 555.7m / 600.0m (92% full)  | 7.9 / 7  (100.0%) | 0.7s/growth (35 over 24s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.6s/growth (33 over 88s)
silver-helix         | 131.9m / 1.1b   (11% full)  | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 43s)
omega-net            | 727.7m / 1.6b   (45% full)  | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 47s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.0 / 16 (100.0%) | 2.6s/growth (43 over 114s)
the-hub              |   4.0b / 4.0b   (100% full) | 12.0 / 12 (100.0%) | 1.9s/growth (48 over 92s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.5s/growth (41 over 146s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 27.6 / 26 ( 91.3%) | 6.9s/growth (45 over 313s)
computek             | 228.2m / 5.7b   (4% full)   | 21.0 / 21 (100.0%) | 2.6s/growth (64 over 170s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 99.0%) | 8.4s/growth (27 over 226s)
netlink              | 275.0m / 6.9b   (4% full)   | 32.7 / 23 ( 89.9%) | 5.8s/growth (55 over 319s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 27.5 / 20 ( 91.0%) | 6s/growth (52 over 316s)
syscore              | 417.2m / 10.4b  (4% full)   | 34.4 / 22 ( 67.9%) | 8.1s/growth (68 over 553s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 27.3 / 17 ( 68.4%) | 8.8s/growth (56 over 494s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 5.2s/growth (44 over 231s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.9%) | 13.5s/growth (55 over 743s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 74.6%) | 7.8s/growth (60 over 473s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 10.8%) | 26.3s/growth (70 over 1845s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 24.6%) | 22.4s/growth (59 over 1323s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 61.0 / 20 ( 31.0%) | 14.7s/growth (87 over 1286s)
solaris              | 820.4m / 20.5b  (4% full)   | 72.0 / 24 ( 22.4%) | 20.3s/growth (74 over 1507s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 69.0 / 23 ( 24.6%) | 19.4s/growth (75 over 1455s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 28.1%) | 16s/growth (82 over 1312s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 20.0%) | 19.7s/growth (78 over 1541s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 36.6%) | 15.3s/growth (74 over 1132s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 27.9%) | 16.5s/growth (81 over 1340s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 12.2%) | 19.9s/growth (88 over 1757s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 23.6%) | 18.5s/growth (79 over 1467s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 13.0%) | 19.3s/growth (86 over 1661s)
deltaone             |   1.6b / 41.2b  (4% full)   | 79.0 / 26 ( 16.8%) | 23.6s/growth (70 over 1656s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.5s/growth (10 over 5s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.3s/growth (25 over 8s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.4s/growth (20 over 8s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 10s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.6s/growth (25 over 15s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.5s/growth (40 over 20s)
max-hardware         |  10.0m / 250.0m (4% full)   | 5.0 / 5  (100.0%) | 0.5s/growth (30 over 15s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.5s/growth (20 over 30s)
phantasy             | 595.6m / 600.0m (99% full)  | 7.0 / 7  (100.0%) | 0.6s/growth (35 over 22s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.6s/growth (33 over 88s)
silver-helix         |   1.1b / 1.1b   (100% full) | 10.0 / 10 (100.0%) | 1.4s/growth (30 over 42s)
omega-net            | 727.7m / 1.6b   (45% full)  | 9.0 / 9  (100.0%) | 1.2s/growth (38 over 47s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 16.0 / 16 (100.0%) | 2.6s/growth (43 over 114s)
the-hub              |   4.0b / 4.0b   (100% full) | 12.0 / 12 (100.0%) | 1.9s/growth (48 over 92s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 3.5s/growth (41 over 146s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 ( 93.4%) | 6.5s/growth (45 over 295s)
computek             | 228.2m / 5.7b   (4% full)   | 21.0 / 21 (100.0%) | 2.6s/growth (64 over 170s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 ( 99.1%) | 8.3s/growth (27 over 226s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 4.1s/growth (55 over 225s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 20.0 / 20 (100.0%) | 4.4s/growth (52 over 231s)
syscore              | 417.2m / 10.4b  (4% full)   | 34.4 / 22 ( 68.0%) | 8.1s/growth (68 over 552s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 27.3 / 17 ( 68.5%) | 8.8s/growth (56 over 493s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 5.2s/growth (44 over 231s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 58.0 / 19 ( 49.9%) | 13.4s/growth (55 over 741s)
microdyne            | 618.2m / 15.5b  (4% full)   | 72.0 / 24 ( 21.6%) | 17.6s/growth (88 over 1553s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 32.2 / 18 ( 74.7%) | 7.8s/growth (60 over 472s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 10.9%) | 26.3s/growth (70 over 1841s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 24.6%) | 22.3s/growth (59 over 1320s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 61.0 / 20 ( 31.1%) | 14.7s/growth (87 over 1283s)
solaris              | 820.4m / 20.5b  (4% full)   | 72.0 / 24 ( 22.5%) | 20.3s/growth (74 over 1504s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 69.0 / 23 ( 24.6%) | 19.3s/growth (75 over 1452s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 68.0 / 23 ( 28.2%) | 15.9s/growth (82 over 1309s)
unitalife            |   1.0b / 26.0b  (4% full)   | 76.0 / 25 ( 20.0%) | 19.7s/growth (78 over 1538s)
zb-def               |   1.1b / 27.5b  (4% full)   | 57.0 / 19 ( 36.7%) | 15.2s/growth (74 over 1130s)
nova-med             |   1.1b / 27.6b  (4% full)   | 67.0 / 22 ( 27.9%) | 16.5s/growth (81 over 1337s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 85.0 / 28 ( 12.2%) | 19.9s/growth (88 over 1753s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 71.0 / 24 ( 23.7%) | 18.5s/growth (79 over 1464s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 13.0%) | 19.2s/growth (86 over 1657s)
deltaone             |   1.6b / 41.2b  (4% full)   | 79.0 / 26 ( 16.8%) | 23.6s/growth (70 over 1652s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 4s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.8s/growth (5 over 4s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (10 over 4s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 5s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 7s)
