
summit-uni           |   8.2b / 8.2b   (100% full) | 20.0 / 20 (100.0%) | 3.1s/growth (52 over 162s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 95.4%) | 3.6s/growth (68 over 249s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 95.7%) | 3.8s/growth (56 over 217s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 3.6s/growth (44 over 162s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.1s/growth (55 over 173s)
microdyne            | 618.2m / 15.5b  (4% full)   | 24.0 / 24 ( 77.7%) | 4.1s/growth (88 over 366s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 (100.0%) | 3.1s/growth (60 over 187s)
helios               | 679.2m / 17.0b  (4% full)   | 29.0 / 29 ( 73.0%) | 6.2s/growth (70 over 439s)
vitalife             | 730.7m / 18.3b  (4% full)   | 30.0 / 30 ( 70.1%) | 6.3s/growth (74 over 469s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 86.7%) | 5.3s/growth (59 over 316s)
infocomm             | 752.2m / 18.8b  (4% full)   | 25.0 / 25 ( 72.7%) | 5.6s/growth (72 over 407s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 83.4%) | 3.4s/growth (87 over 298s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 79.5%) | 4.7s/growth (74 over 355s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 26.0 / 26 ( 74.6%) | 6.5s/growth (62 over 404s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 80.2%) | 4.5s/growth (75 over 342s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 25.0 / 25 ( 72.9%) | 5.3s/growth (76 over 406s)
powerhouse-fitness   | 900.0m / 22.5b  (4% full)   | 19.0 / 19 ( 69.6%) | 6.6s/growth (53 over 351s)
defcomm              | 916.8m / 22.9b  (4% full)   | 32.0 / 32 ( 60.2%) | 11.7s/growth (49 over 574s)
icarus               | 920.9m / 23.0b  (4% full)   | 28.0 / 28 ( 71.3%) | 4.9s/growth (89 over 444s)
zb-institute         |  24.0b / 24.0b  (100% full) | 23.0 / 23 ( 85.1%) | 3.8s/growth (82 over 313s)
omnia                |   1.0b / 25.0b  (4% full)   | 32.0 / 32 ( 63.5%) | 8.3s/growth (65 over 542s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 29.0 / 29 ( 70.1%) | 7.4s/growth (62 over 461s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 80.3%) | 4.5s/growth (78 over 358s)
stormtech            |   1.1b / 26.9b  (4% full)   | 27.0 / 27 ( 71.6%) | 4.7s/growth (92 over 434s)
zb-def               |  27.5b / 27.5b  (100% full) | 19.0 / 19 ( 87.9%) | 3.6s/growth (74 over 267s)
nova-med             |  27.1b / 27.6b  (98% full)  | 23.0 / 22 ( 83.2%) | 4s/growth (81 over 324s)
univ-energy          |   8.6b / 29.8b  (28% full)  | 28.0 / 28 ( 76.0%) | 4.6s/growth (88 over 408s)
zeus-med             |  35.8b / 35.8b  (100% full) | 24.0 / 24 ( 80.3%) | 4.4s/growth (79 over 350s)
global-pharm         |  18.7b / 39.9b  (46% full)  | 28.4 / 28 ( 78.5%) | 4.5s/growth (86 over 392s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 77.4%) | 5.4s/growth (70 over 384s)
fulcrumtech          |   1.8b / 44.5b  (4% full)   | 94.0 / 31 (  4.7%) | 21.6s/growth (86 over 1858s)
omnitek              | 369.4b / 369.4b (100% full) | 30.0 / 30 ( 68.1%) | 5.1s/growth (95 over 486s)
clarkinc             |  17.3b / 433.5b (4% full)   | 61.0 / 20 ( 31.3%) | 19.8s/growth (60 over 1189s)
4sigma               | 498.6b / 498.6b (100% full) | 18.0 / 18 ( 78.8%) | 3.4s/growth (87 over 297s)
b-and-a              | 573.2b / 573.2b (100% full) | 28.0 / 28 ( 63.3%) | 6.6s/growth (76 over 505s)
blade                |  36.2b / 906.2b (4% full)   | 31.0 / 31 ( 57.9%) | 7s/growth (83 over 583s)
nwo                  |  37.0b / 923.8b (4% full)   | 33.0 / 33 ( 57.4%) | 8.1s/growth (75 over 610s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 2s)
fulcrumassets        |   1.0m / 25.0m  (4% full)   | 99.0 / 33 (  0.8%) | 2014.2s/growth (1 over 2014s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.6s/growth (5 over 3s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.3s/growth (10 over 3s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (20 over 3s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 5s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 5s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 5s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.3s/growth (25 over 8s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.2s/growth (40 over 11s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.3s/growth (30 over 9s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 0.8s/growth (20 over 17s)
phantasy             | 260.3m / 600.0m (43% full)  | 7.1 / 7  (100.0%) | 0.3s/growth (35 over 13s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 1.5s/growth (33 over 52s)
silver-helix         |   3.0m / 1.1b   (0% full)   | 10.0 / 10 (100.0%) | 0.8s/growth (30 over 25s)
omega-net            | 740.4m / 1.6b   (46% full)  | 10.0 / 9  (100.0%) | 0.8s/growth (38 over 30s)
johnson-ortho        |   1.0b / 1.8b   (59% full)  | 17.3 / 16 (100.0%) | 1.6s/growth (43 over 73s)
the-hub              |   4.0b / 4.0b   (100% full) | 12.0 / 12 (100.0%) | 1.1s/growth (48 over 54s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2.1s/growth (41 over 86s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 (100.0%) | 3.8s/growth (45 over 174s)
computek             |   5.7b / 5.7b   (100% full) | 21.0 / 21 (100.0%) | 1.5s/growth (64 over 100s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 4.9s/growth (27 over 133s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 2.4s/growth (55 over 133s)
summit-uni           |   8.2b / 8.2b   (100% full) | 20.0 / 20 (100.0%) | 2.6s/growth (52 over 136s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 (100.0%) | 3s/growth (68 over 209s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 (100.0%) | 3.2s/growth (56 over 182s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 3s/growth (44 over 136s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 2.6s/growth (55 over 145s)
microdyne            | 618.2m / 15.5b  (4% full)   | 24.0 / 24 ( 86.7%) | 3.4s/growth (88 over 307s)
alpha-ent            |   7.5b / 16.4b  (45% full)  | 18.2 / 18 (100.0%) | 2.6s/growth (60 over 158s)
helios               | 679.2m / 17.0b  (4% full)   | 29.0 / 29 ( 81.3%) | 5.2s/growth (70 over 368s)
vitalife             | 730.7m / 18.3b  (4% full)   | 30.0 / 30 ( 78.7%) | 5.3s/growth (74 over 393s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 93.6%) | 4.4s/growth (59 over 265s)
infocomm             | 752.2m / 18.8b  (4% full)   | 25.0 / 25 ( 82.4%) | 4.7s/growth (72 over 341s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 92.6%) | 2.8s/growth (87 over 250s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 88.2%) | 4s/growth (74 over 297s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 26.0 / 26 ( 83.6%) | 5.4s/growth (62 over 339s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 89.0%) | 3.8s/growth (75 over 287s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 25.0 / 25 ( 82.5%) | 4.4s/growth (76 over 341s)
powerhouse-fitness   | 900.0m / 22.5b  (4% full)   | 19.0 / 19 ( 81.9%) | 5.5s/growth (53 over 295s)
defcomm              | 916.8m / 22.9b  (4% full)   | 32.0 / 32 ( 70.1%) | 9.8s/growth (49 over 481s)
icarus               | 920.9m / 23.0b  (4% full)   | 28.0 / 28 ( 80.3%) | 4.1s/growth (89 over 372s)
zb-institute         |  24.0b / 24.0b  (100% full) | 23.0 / 23 ( 93.0%) | 3.2s/growth (82 over 263s)
omnia                |   1.0b / 25.0b  (4% full)   | 32.0 / 32 ( 72.8%) | 7s/growth (65 over 455s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 29.0 / 29 ( 79.1%) | 6.2s/growth (62 over 387s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 88.5%) | 3.8s/growth (78 over 300s)
stormtech            |   1.1b / 26.9b  (4% full)   | 27.0 / 27 ( 80.9%) | 3.9s/growth (92 over 364s)
zb-def               |  27.5b / 27.5b  (100% full) | 19.0 / 19 ( 96.5%) | 3s/growth (74 over 224s)
nova-med             |  27.6b / 27.6b  (100% full) | 22.0 / 22 ( 92.6%) | 3.2s/growth (81 over 261s)
univ-energy          |  29.8b / 29.8b  (100% full) | 28.0 / 28 ( 84.1%) | 3.8s/growth (88 over 342s)
zeus-med             |  35.8b / 35.8b  (100% full) | 24.0 / 24 ( 88.8%) | 3.7s/growth (79 over 293s)
global-pharm         |  38.8b / 39.9b  (97% full)  | 28.0 / 28 ( 86.4%) | 3.7s/growth (86 over 324s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 85.8%) | 4.6s/growth (70 over 322s)
fulcrumtech          |   1.8b / 44.5b  (4% full)   | 31.0 / 31 ( 65.8%) | 5.9s/growth (86 over 515s)
omnitek              | 369.4b / 369.4b (100% full) | 30.0 / 30 ( 77.1%) | 4.2s/growth (95 over 408s)
clarkinc             |  17.3b / 433.5b (4% full)   | 20.0 / 20 ( 77.2%) | 5.4s/growth (60 over 329s)
4sigma               | 498.6b / 498.6b (100% full) | 18.0 / 18 ( 89.6%) | 2.8s/growth (87 over 249s)
kuai-gong            |  21.6b / 540.2b (4% full)   | 95.0 / 32 (  4.5%) | 17.7s/growth (96 over 1699s)
b-and-a              | 573.2b / 573.2b (100% full) | 28.0 / 28 ( 73.9%) | 5.5s/growth (76 over 424s)
blade                | 437.5b / 906.2b (48% full)  | 31.0 / 31 ( 68.7%) | 5.8s/growth (83 over 489s)
nwo                  |  37.0b / 923.8b (4% full)   | 33.0 / 33 ( 67.6%) | 6.8s/growth (75 over 511s)
ecorp                |  38.9b / 972.1b (4% full)   | 99.0 / 33 (  0.9%) | 17.6s/growth (99 over 1744s)
megacorp             |  60.0b / 1.5t   (4% full)   | 99.0 / 33 (  0.8%) | 19.6s/growth (99 over 1947s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 2s)
fulcrumassets        |   1.0m / 25.0m  (4% full)   | 99.0 / 33 (  0.8%) | 2008.6s/growth (1 over 2008s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.6s/growth (5 over 3s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.3s/growth (10 over 3s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (20 over 3s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 5s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 5s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 5s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.3s/growth (25 over 8s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.2s/growth (40 over 11s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.3s/growth (30 over 9s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 0.8s/growth (20 over 17s)
phantasy             | 260.3m / 600.0m (43% full)  | 7.1 / 7  (100.0%) | 0.3s/growth (35 over 13s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 1.5s/growth (33 over 52s)
silver-helix         |   3.0m / 1.1b   (0% full)   | 10.0 / 10 (100.0%) | 0.8s/growth (30 over 25s)
omega-net            |  59.9k / 1.6b   (0% full)   | 9.0 / 9  (100.0%) | 0.7s/growth (38 over 28s)
johnson-ortho        |   1.8b / 1.8b   (100% full) | 16.5 / 16 (100.0%) | 1.6s/growth (43 over 69s)
the-hub              |   2.0b / 4.0b   (49% full)  | 12.9 / 12 (100.0%) | 1.2s/growth (48 over 58s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2s/growth (41 over 86s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 (100.0%) | 3.8s/growth (45 over 173s)
computek             |   5.7b / 5.7b   (100% full) | 21.0 / 21 (100.0%) | 1.5s/growth (64 over 99s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 4.9s/growth (27 over 133s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 2.4s/growth (55 over 132s)
summit-uni           |   1.8b / 8.2b   (21% full)  | 21.4 / 20 (100.0%) | 2.7s/growth (52 over 145s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 (100.0%) | 3s/growth (68 over 208s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 (100.0%) | 3.2s/growth (56 over 181s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 3s/growth (44 over 135s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 2.6s/growth (55 over 144s)
microdyne            | 618.2m / 15.5b  (4% full)   | 24.0 / 24 ( 86.9%) | 3.4s/growth (88 over 306s)
alpha-ent            |   3.8b / 16.4b  (23% full)  | 19.1 / 18 (100.0%) | 2.7s/growth (60 over 165s)
helios               | 679.2m / 17.0b  (4% full)   | 29.0 / 29 ( 81.5%) | 5.2s/growth (70 over 367s)
vitalife             | 730.7m / 18.3b  (4% full)   | 30.0 / 30 ( 78.8%) | 5.3s/growth (74 over 392s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 93.7%) | 4.4s/growth (59 over 264s)
infocomm             | 752.2m / 18.8b  (4% full)   | 25.0 / 25 ( 82.6%) | 4.7s/growth (72 over 340s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 92.7%) | 2.8s/growth (87 over 249s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 88.3%) | 4s/growth (74 over 297s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 26.0 / 26 ( 83.7%) | 5.4s/growth (62 over 338s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 89.2%) | 3.8s/growth (75 over 286s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 25.0 / 25 ( 82.7%) | 4.4s/growth (76 over 340s)
powerhouse-fitness   | 900.0m / 22.5b  (4% full)   | 19.0 / 19 ( 82.1%) | 5.5s/growth (53 over 294s)
defcomm              | 916.8m / 22.9b  (4% full)   | 32.0 / 32 ( 70.3%) | 9.7s/growth (49 over 480s)
icarus               | 920.9m / 23.0b  (4% full)   | 28.0 / 28 ( 80.5%) | 4.1s/growth (89 over 371s)
zb-institute         |  24.0b / 24.0b  (100% full) | 23.0 / 23 ( 93.1%) | 3.2s/growth (82 over 262s)
omnia                |   1.0b / 25.0b  (4% full)   | 32.0 / 32 ( 73.0%) | 6.9s/growth (65 over 454s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 29.0 / 29 ( 79.2%) | 6.2s/growth (62 over 386s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 88.6%) | 3.8s/growth (78 over 299s)
stormtech            |   1.1b / 26.9b  (4% full)   | 27.0 / 27 ( 81.0%) | 3.9s/growth (92 over 363s)
zb-def               |  27.5b / 27.5b  (100% full) | 19.0 / 19 ( 96.7%) | 3s/growth (74 over 223s)
nova-med             |  27.6b / 27.6b  (100% full) | 22.0 / 22 ( 92.8%) | 3.2s/growth (81 over 260s)
univ-energy          |  29.8b / 29.8b  (100% full) | 28.0 / 28 ( 84.2%) | 3.8s/growth (88 over 341s)
zeus-med             |  35.8b / 35.8b  (100% full) | 24.0 / 24 ( 88.9%) | 3.7s/growth (79 over 293s)
global-pharm         |  19.8b / 39.9b  (49% full)  | 28.0 / 28 ( 86.6%) | 3.7s/growth (86 over 323s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 86.0%) | 4.5s/growth (70 over 321s)
fulcrumtech          |   1.8b / 44.5b  (4% full)   | 31.0 / 31 ( 66.0%) | 5.9s/growth (86 over 514s)
omnitek              | 362.4b / 369.4b (98% full)  | 31.6 / 30 ( 75.5%) | 4.5s/growth (95 over 428s)
clarkinc             |  17.3b / 433.5b (4% full)   | 20.0 / 20 ( 77.4%) | 5.4s/growth (60 over 328s)
4sigma               | 498.6b / 498.6b (100% full) | 18.0 / 18 ( 89.8%) | 2.8s/growth (87 over 248s)
kuai-gong            |  21.6b / 540.2b (4% full)   | 95.0 / 32 (  4.5%) | 17.6s/growth (96 over 1694s)
b-and-a              | 573.2b / 573.2b (100% full) | 28.0 / 28 ( 74.1%) | 5.5s/growth (76 over 423s)
blade                | 906.2b / 906.2b (100% full) | 31.0 / 31 ( 68.8%) | 5.8s/growth (83 over 488s)
nwo                  |  37.0b / 923.8b (4% full)   | 33.0 / 33 ( 67.7%) | 6.8s/growth (75 over 510s)
ecorp                |  38.9b / 972.1b (4% full)   | 99.0 / 33 (  0.9%) | 17.5s/growth (99 over 1739s)
megacorp             |  60.0b / 1.5t   (4% full)   | 99.0 / 33 (  0.8%) | 19.6s/growth (99 over 1942s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 2s)
fulcrumassets        |   1.0m / 25.0m  (4% full)   | 99.0 / 33 (  1.0%) | 1636.3s/growth (1 over 1636s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (5 over 2s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.2s/growth (10 over 2s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (20 over 3s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.1s/growth (25 over 4s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 4s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 4s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.2s/growth (25 over 7s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.2s/growth (40 over 9s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.2s/growth (30 over 7s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 0.7s/growth (20 over 14s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.3s/growth (35 over 10s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 1.2s/growth (33 over 42s)
silver-helix         |   3.0m / 1.1b   (0% full)   | 10.0 / 10 (100.0%) | 0.6s/growth (30 over 20s)
omega-net            |  64.1k / 1.6b   (0% full)   | 9.9 / 9  (100.0%) | 0.6s/growth (38 over 24s)
johnson-ortho        | 882.0m / 1.8b   (49% full)  | 16.2 / 16 (100.0%) | 1.2s/growth (43 over 55s)
the-hub              |   2.0b / 4.0b   (49% full)  | 12.9 / 12 (100.0%) | 0.9s/growth (48 over 47s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 1.7s/growth (41 over 70s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 (100.0%) | 3.1s/growth (45 over 141s)
computek             |   5.7b / 5.7b   (100% full) | 21.0 / 21 (100.0%) | 1.2s/growth (64 over 81s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 4s/growth (27 over 108s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 1.9s/growth (55 over 108s)
summit-uni           |   8.2b / 8.2b   (100% full) | 20.0 / 20 (100.0%) | 2.1s/growth (52 over 110s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 (100.0%) | 2.5s/growth (68 over 170s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 (100.0%) | 2.6s/growth (56 over 148s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 2.5s/growth (44 over 110s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 2.1s/growth (55 over 118s)
microdyne            | 618.2m / 15.5b  (4% full)   | 24.0 / 24 (100.0%) | 2.8s/growth (88 over 249s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 (100.0%) | 2.1s/growth (60 over 127s)
helios               | 679.2m / 17.0b  (4% full)   | 29.0 / 29 ( 95.0%) | 4.2s/growth (70 over 299s)
vitalife             | 730.7m / 18.3b  (4% full)   | 30.0 / 30 ( 92.2%) | 4.3s/growth (74 over 320s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 (100.0%) | 3.6s/growth (59 over 215s)
infocomm             | 752.2m / 18.8b  (4% full)   | 25.0 / 25 ( 96.9%) | 3.8s/growth (72 over 277s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 (100.0%) | 2.3s/growth (87 over 203s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 (100.0%) | 3.2s/growth (74 over 241s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 26.0 / 26 ( 97.8%) | 4.4s/growth (62 over 275s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 (100.0%) | 3.1s/growth (75 over 233s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 25.0 / 25 ( 97.0%) | 3.6s/growth (76 over 277s)
powerhouse-fitness   | 900.0m / 22.5b  (4% full)   | 19.0 / 19 ( 97.6%) | 4.5s/growth (53 over 239s)
defcomm              | 916.8m / 22.9b  (4% full)   | 32.0 / 32 ( 83.3%) | 7.9s/growth (49 over 391s)
icarus               | 920.9m / 23.0b  (4% full)   | 28.0 / 28 ( 94.2%) | 3.4s/growth (89 over 302s)
zb-institute         |  24.0b / 24.0b  (100% full) | 23.0 / 23 (100.0%) | 2.6s/growth (82 over 213s)
omnia                |   1.0b / 25.0b  (4% full)   | 32.0 / 32 ( 86.0%) | 5.6s/growth (65 over 369s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 29.0 / 29 ( 92.8%) | 5s/growth (62 over 314s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 (100.0%) | 3.1s/growth (78 over 244s)
stormtech            |   1.1b / 26.9b  (4% full)   | 27.0 / 27 ( 95.0%) | 3.2s/growth (92 over 295s)
zb-def               |  25.9b / 27.5b  (94% full)  | 19.0 / 19 (100.0%) | 2.4s/growth (74 over 182s)
nova-med             |  27.6b / 27.6b  (100% full) | 22.0 / 22 (100.0%) | 2.6s/growth (81 over 212s)
univ-energy          |  29.8b / 29.8b  (100% full) | 28.0 / 28 ( 97.9%) | 3.1s/growth (88 over 278s)
zeus-med             |  35.8b / 35.8b  (100% full) | 24.0 / 24 (100.0%) | 3s/growth (79 over 238s)
global-pharm         |  39.9b / 39.9b  (100% full) | 28.0 / 28 (100.0%) | 3s/growth (86 over 263s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 (100.0%) | 3.7s/growth (70 over 262s)
fulcrumtech          |   1.8b / 44.5b  (4% full)   | 31.0 / 31 ( 79.2%) | 4.8s/growth (86 over 419s)
omnitek              | 369.4b / 369.4b (100% full) | 30.0 / 30 ( 90.6%) | 3.4s/growth (95 over 331s)
clarkinc             | 433.5b / 433.5b (100% full) | 20.0 / 20 ( 92.8%) | 4.4s/growth (60 over 267s)
4sigma               | 498.6b / 498.6b (100% full) | 18.0 / 18 (100.0%) | 2.3s/growth (87 over 202s)
kuai-gong            |  21.6b / 540.2b (4% full)   | 95.0 / 32 (  5.4%) | 14.3s/growth (96 over 1380s)
b-and-a              | 573.2b / 573.2b (100% full) | 28.0 / 28 ( 87.9%) | 4.5s/growth (76 over 344s)
blade                | 906.2b / 906.2b (100% full) | 31.0 / 31 ( 82.0%) | 4.7s/growth (83 over 397s)
nwo                  |  37.0b / 923.8b (4% full)   | 33.0 / 33 ( 80.6%) | 5.5s/growth (75 over 415s)
ecorp                |  38.9b / 972.1b (4% full)   | 99.0 / 33 (  1.1%) | 14.3s/growth (99 over 1417s)
megacorp             |  60.0b / 1.5t   (4% full)   | 99.0 / 33 (  1.0%) | 15.9s/growth (99 over 1582s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 2s)
fulcrumassets        |   1.0m / 25.0m  (4% full)   | 99.0 / 33 (  1.0%) | 1616.1s/growth (1 over 1616s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (5 over 2s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.2s/growth (10 over 2s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (20 over 2s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.1s/growth (25 over 4s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 4s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 4s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.2s/growth (25 over 7s)
